unitid,instnm,url,ok,status_code,content_type,saved_path,error
232706,Marymount University,https://marymount.edu/blog/inaugural-keegan-lecture-in-interior-design-spotlights-ai-advancements/,True,403,text/html; charset=utf-8,data/v4/html/232706/1da564323b682c6d947700e3a13a136fbcfbff69.html,
232706,Marymount University,https://marymount.edu/ai-info/,True,403,text/html; charset=utf-8,data/v4/html/232706/87c18eea052c1e05d253fbfd465d443427f9f115.html,
232706,Marymount University,https://marymount.edu/academics/services-resources/technology-services/technology-resource-use-policy/,True,403,text/html; charset=utf-8,data/v4/html/232706/25a709977021eb65baacad4715390164f319c8c5.html,
232706,Marymount University,https://marymount.edu/blog/forbes-building-an-ethical-work-culture-for-the-age-of-ai/,True,403,text/html; charset=utf-8,data/v4/html/232706/95cf8e3737884e04504b1016c8cca3fff18930fa.html,
232706,Marymount University,https://marymount.edu/blog/how-leaders-can-use-ai-in-education/,True,403,text/html; charset=utf-8,data/v4/html/232706/8bfb42ad73883346addce7bc6d55138db932cf6a.html,
232706,Marymount University,https://marymount.edu/blog/president-becerra-shares-insights-on-ai-and-the-future-of-work-at-2025-u-s-universities-summit/,True,403,text/html; charset=utf-8,data/v4/html/232706/a99836d58f0a6ab450b4b3d3b4114d6ac1ceb4f0.html,
232706,Marymount University,https://marymount.edu/blog/arlnow-com-with-bachelors-degree-in-ai-marymount-seeks-to-equip-students-for-a-changing-world/,True,403,text/html; charset=utf-8,data/v4/html/232706/61c5676095356b85d52c87ebc05badf874c4c67e.html,
232706,Marymount University,https://marymount.edu/blog/understanding-the-importance-of-ethics-in-information-technology/,True,403,text/html; charset=utf-8,data/v4/html/232706/cecf360bbe1634f2ae51c44b1d92648793604524.html,
232706,Marymount University,https://marymount.edu/blog/marymount-offers-expanded-knowledge-of-artificial-intelligence-in-new-bachelors-program/,True,403,text/html; charset=utf-8,data/v4/html/232706/9d812f20c1aa4111df9dacb3cde078bdb1659d80.html,
232706,Marymount University,https://marymount.edu/blog/developing-cybersecurity-policies-and-governance-frameworks/,True,403,text/html; charset=utf-8,data/v4/html/232706/7a68d6f8f490fbf7b5b2d79a929d701d8f453795.html,
