unitid,instnm,url,ok,status_code,content_type,saved_path,error
204671,Ohio State University-Lima Campus,https://ai.osu.edu/resources-buckeyes/responsible-use,True,200,text/html; charset=utf-8,data/compilation/html/204671/1097ba16761cecb2de45d4beedd29cbe1c75fc63.html,
204671,Ohio State University-Lima Campus,https://lima.osu.edu/story/dean-op-ed-ai,True,200,text/html; charset=utf-8,data/compilation/html/204671/8547103de552d082491ee1a19122b179b37455c7.html,
204671,Ohio State University-Lima Campus,https://lima.osu.edu/event/2026/1/ai-how-use-it-2026-01-29,True,200,text/html; charset=utf-8,data/compilation/html/204671/933dac03746c463b3a2e306242f0fe342937e1e6.html,
204671,Ohio State University-Lima Campus,https://lima.osu.edu/about-ohio-state-lima/tech-ed-laboratory,True,200,text/html; charset=utf-8,data/compilation/html/204671/e2c5513552c442f65cb8ddf5297c15b395e36153.html,
204671,Ohio State University-Lima Campus,https://lima.osu.edu/aboutus,True,200,text/html; charset=utf-8,data/compilation/html/204671/0c62dfcb767bc72ec61aa504d902b51f07e828ef.html,
204671,Ohio State University-Lima Campus,https://lima.osu.edu/,True,200,text/html; charset=utf-8,data/compilation/html/204671/871606dfd20d052b3ebe32e02d041379083cc35c.html,
204671,Ohio State University-Lima Campus,https://lima.osu.edu/vehicle-use-policy,True,200,text/html; charset=utf-8,data/compilation/html/204671/d98a7afa23c0808cfc6e82cd7690b595ca442284.html,
204671,Ohio State University-Lima Campus,https://lima.osu.edu/academic-advising/frequently-asked-questions,True,200,text/html; charset=utf-8,data/compilation/html/204671/420bfedd3b22dd8997826c2f0e265a0f1d755f7e.html,
204671,Ohio State University-Lima Campus,https://lima.osu.edu/research,True,200,text/html; charset=utf-8,data/compilation/html/204671/c6ae7496d9f26155b6cc1dd53619f3577c750f9c.html,
204671,Ohio State University-Lima Campus,https://lima.osu.edu/news,True,200,text/html; charset=utf-8,data/compilation/html/204671/4635f0bc38124fb4b8387a9cca1e5057af92b2b1.html,
204671,Ohio State University-Lima Campus,https://lima.osu.edu/lima-counseling-and-consultation-services/student-faq,True,200,text/html; charset=utf-8,data/compilation/html/204671/5a49f71faaa6caca15844606cf81d1fae972b8d3.html,
204671,Ohio State University-Lima Campus,https://lima.osu.edu/academics/academic-advising,True,200,text/html; charset=utf-8,data/compilation/html/204671/1ccc6ed017f2691b031865f40b4c99c9d6a80175.html,
204671,Ohio State University-Lima Campus,https://lima.osu.edu/academic-advising/welcome-flier-2,True,200,text/html; charset=utf-8,data/compilation/html/204671/090f97a4d12c4cd6e126ffdee86a2c6e2cd0ac27.html,
204671,Ohio State University-Lima Campus,https://lima.osu.edu/board-information/board-agendas,True,200,text/html; charset=utf-8,data/compilation/html/204671/d281fbce6ebdfe2dfa7d6e002b01200cf5e56c10.html,
204671,Ohio State University-Lima Campus,https://lima.osu.edu/financial-aid-policies,True,200,text/html; charset=utf-8,data/compilation/html/204671/0cfdbb2a3704ef1c75c9fa4096b8ad5bec5172df.html,
204671,Ohio State University-Lima Campus,https://lima.osu.edu/departments/computer-science-engineering,True,200,text/html; charset=utf-8,data/compilation/html/204671/c276fc9f4df64f17312ee148f8b385bf3cacb647.html,
204671,Ohio State University-Lima Campus,https://lima.osu.edu/academics,True,200,text/html; charset=utf-8,data/compilation/html/204671/74d6d105b9aa46686d21bb35bebcf6cc90ebc75b.html,
204671,Ohio State University-Lima Campus,https://lima.osu.edu/dealing-disruptive-individuals,True,200,text/html; charset=utf-8,data/compilation/html/204671/4a9f81db6a0ef6f72e70f4069f956664c67a651c.html,
