unitid,instnm,url,ok,status_code,content_type,saved_path,error
458140,Northwest School of Wooden Boat Building,https://nwswb.edu/privacy/,True,200,text/html; charset=utf-8,data/compilation/html/458140/eb83a6006a0077c74ba915cf50b7df771a8def7a.html,
458140,Northwest School of Wooden Boat Building,https://nwswb.edu/diversity-and-inclusion/,True,404,text/html; charset=utf-8,data/compilation/html/458140/56eb1cf8dcf620e145e69caabe7459fd4dd7f68a.html,
458140,Northwest School of Wooden Boat Building,https://nwswb.edu/,True,200,text/html; charset=utf-8,data/compilation/html/458140/bbf7adfc86712b66d6992bc7b876a9475d03bf62.html,
458140,Northwest School of Wooden Boat Building,https://nwswb.edu/programs/,True,200,text/html; charset=utf-8,data/compilation/html/458140/ef5ab69e7ebb53544f30aa6b27f540fd14f0dc0c.html,
458140,Northwest School of Wooden Boat Building,https://nwswb.edu/boatbuilding-program/,True,200,text/html; charset=utf-8,data/compilation/html/458140/4ef41e231740089a2e2b8387abc5ecaf5145040d.html,
458140,Northwest School of Wooden Boat Building,https://nwswb.edu/about-us/our-campus/,True,200,text/html; charset=utf-8,data/compilation/html/458140/8ccc4329b620c8623c7dc2ef860a5b9f56cf17bb.html,
458140,Northwest School of Wooden Boat Building,https://nwswb.edu/admissionsinquiry/,True,200,text/html; charset=utf-8,data/compilation/html/458140/aa6b92a7e8da09e2987ae575c4e173768bb29125.html,
458140,Northwest School of Wooden Boat Building,https://blog.nwswb.edu/,True,200,text/html; charset=utf-8,data/compilation/html/458140/8954bc9699e63663a65194b2fd2c6f5ed0ee57d4.html,
458140,Northwest School of Wooden Boat Building,https://www.nwswb.edu/wp-content/uploads/2019/04/Boat-School-2019-Gala-Catalog-Final.pdf,False,200,application/pdf,,skipped_non_html
458140,Northwest School of Wooden Boat Building,https://nwswb.edu/about-us/missionandhistory/,True,200,text/html; charset=utf-8,data/compilation/html/458140/e2fe7b9158885f9cac57eba3fef0f9f894635c61.html,
458140,Northwest School of Wooden Boat Building,https://nwswb.edu/instructors/,True,200,text/html; charset=utf-8,data/compilation/html/458140/bec06924ba2e9438b16077c66e47c88c5f3a23a8.html,
458140,Northwest School of Wooden Boat Building,https://nwswb.edu/boat-building-school/,True,200,text/html; charset=utf-8,data/compilation/html/458140/c95e9bddec0d5ea66845ff5dc6e2e2da821571ed.html,
458140,Northwest School of Wooden Boat Building,https://nwswb.edu/about-us/,True,200,text/html; charset=utf-8,data/compilation/html/458140/0b9551e247a4b2a7c406e1a9ff78499d29f93130.html,
458140,Northwest School of Wooden Boat Building,https://nwswb.edu/openhouse/,True,404,text/html; charset=utf-8,data/compilation/html/458140/41aefdee674a07766810c2fcfd7c3eee3f5e1c11.html,
458140,Northwest School of Wooden Boat Building,https://nwswb.edu/care/,True,200,text/html; charset=utf-8,data/compilation/html/458140/0a71c8160b4432b6ad590685d8266cab2d499292.html,
458140,Northwest School of Wooden Boat Building,https://nwswb.edu/title-ix/,True,200,text/html; charset=utf-8,data/compilation/html/458140/2284a0cb017c581571267dc619b17e4257eab227.html,
458140,Northwest School of Wooden Boat Building,https://nwswb.edu/enews/,True,200,text/html; charset=utf-8,data/compilation/html/458140/b011ce22a7c559cf7d40b869d3e6b4aea9470a55.html,
458140,Northwest School of Wooden Boat Building,https://info.nwswb.edu/ultimate-guide-to-boat-building,True,200,text/html; charset=utf-8,data/compilation/html/458140/993ce3e547fb073ca3f2f3e0d87f9073dd90ee45.html,
458140,Northwest School of Wooden Boat Building,https://nwswb.edu/reconnect/login/,True,200,text/html; charset=utf-8,data/compilation/html/458140/9ab47ac1662754ef3a4b731e2e82decd1102340b.html,
