unitid,instnm,url,ok,status_code,content_type,saved_path,error
436827,University of Connecticut-Avery Point,https://averypoint.uconn.edu/its/,True,200,text/html; charset=utf-8,data/compilation/html/436827/9b621ad87fe5c242c78d1b5a1c6ce42ff7c769e7.html,
436827,University of Connecticut-Avery Point,https://averypoint.uconn.edu/persontag/its/,True,200,text/html; charset=utf-8,data/compilation/html/436827/51890dfe6263cab17cac40b1723a4fbad2dc0ead.html,
436827,University of Connecticut-Avery Point,https://averypoint.uconn.edu/about/our-research/,True,200,text/html; charset=utf-8,data/compilation/html/436827/fe447ea781536ff47c711a6b96d107c3026fe110.html,
436827,University of Connecticut-Avery Point,https://averypoint.uconn.edu/,True,200,text/html; charset=utf-8,data/compilation/html/436827/7ec9053e69b77d31e18a53f5c2668f28d31c6288.html,
436827,University of Connecticut-Avery Point,https://averypoint.uconn.edu/about/,True,200,text/html; charset=utf-8,data/compilation/html/436827/8f3ed86f959b1cc23d64cf1a8c36c0fdd633d007.html,
436827,University of Connecticut-Avery Point,https://averypoint.uconn.edu/academics/resources-services/,True,200,text/html; charset=utf-8,data/compilation/html/436827/236462122db5e1d77a6e1b25d124949d96884140.html,
436827,University of Connecticut-Avery Point,https://averypoint.uconn.edu/university-life/student-resources/,True,200,text/html; charset=utf-8,data/compilation/html/436827/51fce163adab8501cc832eb0e80f0bc71ceb61cb.html,
436827,University of Connecticut-Avery Point,https://averypoint.uconn.edu/academics/,True,200,text/html; charset=utf-8,data/compilation/html/436827/e4cb8b6baa6676efce82f8b0f592f53242bbaa69.html,
436827,University of Connecticut-Avery Point,https://averypoint.uconn.edu/about/about-uconn-avery-point/,True,200,text/html; charset=utf-8,data/compilation/html/436827/aa951840bf89d8fa6e60525479d4023bcd67f787.html,
436827,University of Connecticut-Avery Point,https://academicservices.averypoint.uconn.edu/,True,200,text/html; charset=utf-8,data/compilation/html/436827/5b40d346ce596182aea054d55568af2539d87454.html,
436827,University of Connecticut-Avery Point,https://fye.averypoint.uconn.edu/,True,200,text/html; charset=utf-8,data/compilation/html/436827/256bd9cc08af60da0dedbf4f3afa1717c4d4da40.html,
436827,University of Connecticut-Avery Point,https://averypoint.uconn.edu/persontag/computer-science-engineering/,True,200,text/html; charset=utf-8,data/compilation/html/436827/85b6a1f7dd18f9a019ef8758e838979df3e37ac9.html,
436827,University of Connecticut-Avery Point,https://averypoint.uconn.edu/persontag/academic-advising/,True,200,text/html; charset=utf-8,data/compilation/html/436827/84e48eb41a800203187945bc79953df5dcb78530.html,
436827,University of Connecticut-Avery Point,https://academiccenter.averypoint.uconn.edu/about-us-2/,True,200,text/html; charset=utf-8,data/compilation/html/436827/15f8dd682b05f380aec1593214c9f1496e403b9c.html,
436827,University of Connecticut-Avery Point,https://averypoint.uconn.edu/persontag/academic-affairs/,True,200,text/html; charset=utf-8,data/compilation/html/436827/1f0cd58afba5e1192ee370fb8664fbd46625c9c7.html,
436827,University of Connecticut-Avery Point,https://academiccenter.averypoint.uconn.edu/meet-our-tutors/avery-point-academic-center-staff/,True,200,text/html;charset=utf-8,data/compilation/html/436827/5e5d95d9eb389ed62f240ccfbc650c849ea03c94.html,
436827,University of Connecticut-Avery Point,https://academiccenter.averypoint.uconn.edu/,True,200,text/html; charset=utf-8,data/compilation/html/436827/7a5b49b8b26ae1710f1a4dd4c0be707b03ce20c8.html,
436827,University of Connecticut-Avery Point,https://averypoint.uconn.edu/about/visit-campus/,True,200,text/html; charset=utf-8,data/compilation/html/436827/2415470d28e8ff463224c8276f1ccba62b19501e.html,
436827,University of Connecticut-Avery Point,https://averypoint.uconn.edu/admissions/prospective-students/,True,200,text/html; charset=utf-8,data/compilation/html/436827/bd7e6354be07e8d251a2aacade8c38e88a85f647.html,
436827,University of Connecticut-Avery Point,https://averypoint.uconn.edu/admissions/,True,200,text/html; charset=utf-8,data/compilation/html/436827/715e94a9e30a268c6feb712b5e199b2874388576.html,
436827,University of Connecticut-Avery Point,https://averypoint.uconn.edu/university-life/student-involvement/,True,200,text/html; charset=utf-8,data/compilation/html/436827/3a15f84e98447017148e2ed10ba77a39de0451b3.html,
436827,University of Connecticut-Avery Point,https://averypoint.uconn.edu/about/contact-us/,True,200,text/html; charset=utf-8,data/compilation/html/436827/08d2fc5a0d8b8d92145a7fbd1388a46bbbe4ffc7.html,
436827,University of Connecticut-Avery Point,https://asg.averypoint.uconn.edu/about/,True,200,text/html; charset=utf-8,data/compilation/html/436827/cc472997eb70ad5cc0c62b6ebbda89176b121a87.html,
436827,University of Connecticut-Avery Point,https://asg.averypoint.uconn.edu/join-asg/,True,200,text/html; charset=utf-8,data/compilation/html/436827/eb00804fe02c4dfd77833f56ee9293d7b8cd6cfd.html,
436827,University of Connecticut-Avery Point,https://averypoint.uconn.edu/university-life/faculty-and-staff-resources/,True,200,text/html; charset=utf-8,data/compilation/html/436827/137744edb8c89d46f97cf61de9b08f62cf49f723.html,
436827,University of Connecticut-Avery Point,https://cognitivegarden.averypoint.uconn.edu/blog/,True,200,text/html; charset=utf-8,data/compilation/html/436827/21623174bb4e938f6bb641282775aee236294817.html,
436827,University of Connecticut-Avery Point,https://academiccenter.averypoint.uconn.edu/non-synchronous-support/,True,200,text/html; charset=utf-8,data/compilation/html/436827/812c2de411153519f8a4655efc3f88b8edbdce3a.html,
436827,University of Connecticut-Avery Point,https://averypoint.uconn.edu/academics/undergraduate/,True,200,text/html; charset=utf-8,data/compilation/html/436827/2f33fcb7bdc6308d8d8fea9b9f6c7eb5b8210f25.html,
